time,latitude,latitude_direction,longitude,longitude_direction,fix,numOfSat,horizontal_dilution,altitude,direct_of_altitude,altitude_location,speed,date
090008,4051.258014,N,11907.080855,W, , , , , , ,0.0,
090008.050,4051.258014,N,11907.080855,W,1,5,2.87,160.0,M,-21.321, , 
090008.050,4051.258014,N,11907.080855,W, , , , , , ,0.0,
090008.100,4051.258014,N,11907.080855,W,1,5,2.87,160.0,M,-21.321, , 
090008.100,4051.258014,N,11907.080855,W, , , , , , ,0.0,
090008.150,4051.258014,N,11907.080855,W,1,5,2.87,160.0,M,-21.321, , 
090008.150,4051.258014,N,11907.080855,W, , , , , , ,0.0,
090008.200,4051.258014,N,11907.080855,W,1,5,2.87,160.0,M,-21.321, , 
090008.200,4051.258014,N,11907.080855,W, , , , , , ,0.0,
090008.250,4051.258014,N,11907.080855,W,1,5,2.87,160.0,M,-21.321, , 
090008.250,4051.258014,N,11907.080855,W, , , , , , ,0.0,
090008.300,4051.258014,N,11907.080855,W,1,5,2.87,160.0,M,-21.321, , 
090008.300,4051.258014,N,11907.080855,W, , , , , , ,0.0,
090008.350,4051.258014,N,11907.080855,W,1,5,2.87,160.0,M,-21.321, , 
090008.350,4051.258014,N,11907.080855,W, , , , , , ,0.0,
090008.400,4051.258014,N,11907.080855,W,1,5,2.87,160.0,M,-21.321, , 
090008.400,4051.258014,N,11907.080855,W, , , , , , ,0.0,
090008.450,4051.258014,N,11907.080855,W,1,5,2.87,160.0,M,-21.321, , 
090008.450,4051.258014,N,11907.080855,W, , , , , , ,0.0,
090008.500,4051.258014,N,11907.080855,W,1,5,2.87,160.0,M,-21.321, , 
090008.500,4051.258014,N,11907.080855,W, , , , , , ,0.0,
090008.550,4051.258014,N,11907.080855,W,1,5,2.87,160.0,M,-21.321, , 
090008.550,4051.258014,N,11907.080855,W, , , , , , ,0.0,
090008.600,4051.258014,N,11907.080855,W,1,5,2.87,160.0,M,-21.321, , 
090008.600,4051.258014,N,11907.080855,W, , , , , , ,0.0,
090008.650,4051.258014,N,11907.080855,W,1,5,2.87,160.0,M,-21.321, , 
090008.650,4051.258014,N,11907.080855,W, , , , , , ,0.0,
090008.700,4051.258014,N,11907.080855,W,1,5,2.87,160.0,M,-21.321, , 
090008.700,4051.258014,N,11907.080855,W, , , , , , ,0.0,
090008.750,4051.258014,N,11907.080855,W,1,5,2.87,160.0,M,-21.321, , 
090008.750,4051.258014,N,11907.080855,W, , , , , , ,0.0,
090008.800,4051.258014,N,11907.080855,W,1,5,2.87,160.0,M,-21.321, , 
090008.800,4051.258014,N,11907.080855,W, , , , , , ,0.0,
090008.850,4051.258014,N,11907.080855,W,1,5,2.87,160.0,M,-21.321, , 
090008.850,4051.258014,N,11907.080855,W, , , , , , ,0.0,
090008.900,4051.258014,N,11907.080855,W,1,5,2.87,160.0,M,-21.321, , 
090008.900,4051.258014,N,11907.080855,W, , , , , , ,0.0,
